id_distributor,id_cabang,id_invoice,tanggal,id_customer,id_barang,jumlah_barang,unit,harga,mata_uang,brand_id,lini,id_penjualan
TD,CAB01,IN6152,2022-01-31,CUST55512,BRG0003,10,DUS,10690.60,IDR,BRND003,MARCKS,IN6152_BRG0003
TD,CAB01,IN6153,2022-03-27,CUST55597,BRG0008,18,DUS,3991.90,IDR,BRND008,MARCKS,IN6153_BRG0008
TA,CAB10,IN6154,2022-04-19,CUST55641,BRG0002,12,DUS,2337.50,IDR,BRND002,ETIKAL,IN6154_BRG0002
TA,CAB02,IN6155,2022-01-21,CUST55382,BRG0003,9,DUS,10690.60,IDR,BRND003,MARCKS,IN6155_BRG0003
TA,CAB07,IN6156,2022-04-07,CUST55608,BRG0009,24,DUS,5780.70,IDR,BRND009,VNS,IN6156_BRG0009
TD,CAB01,IN6157,2022-04-12,CUST55613,BRG0004,67,DUS,8700.70,IDR,BRND004,VNS,IN6157_BRG0004
TA,CAB08,IN6158,2022-05-01,CUST55699,BRG0010,14,DUS,6940.30,IDR,BRND010,SLCYL,IN6158_BRG0010
TA,CAB02,IN6159,2022-06-13,CUST55689,BRG0010,67,DUS,6940.30,IDR,BRND010,SLCYL,IN6159_BRG0010
TA,CAB01,IN6160,2022-05-27,CUST55672,BRG0003,5,DUS,10690.60,IDR,BRND003,MARCKS,IN6160_BRG0003
TA,CAB01,IN6161,2022-01-27,CUST55466,BRG0001,24,DUS,4592.10,IDR,BRND007,ETIKAL,IN6161_BRG0001
TA,CAB07,IN6162,2022-01-28,CUST55503,BRG0004,12,DUS,8700.70,IDR,BRND004,VNS,IN6162_BRG0004
TD,CAB01,IN6163,2022-01-30,CUST55421,BRG0002,5,DUS,2337.50,IDR,BRND002,ETIKAL,IN6163_BRG0002
EPM,CAB07,IN6164,2022-03-08,CUST55578,BRG0009,1,DUS,5780.70,IDR,BRND009,VNS,IN6164_BRG0009
TA,CAB01,IN6165,2022-06-16,CUST55722,BRG0003,34,DUS,10690.60,IDR,BRND003,MARCKS,IN6165_BRG0003
TA,CAB03,IN6166,2022-05-30,CUST55675,BRG0006,1,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6166_BRG0006
EPM,CAB10,IN6167,2022-01-28,CUST55491,BRG0002,12,DUS,2337.50,IDR,BRND002,ETIKAL,IN6167_BRG0002
TD,CAB02,IN6168,2022-05-13,CUST55644,BRG0005,24,DUS,5648.30,IDR,BRND005,SLCYL,IN6168_BRG0005
TA,CAB04,IN6169,2022-05-20,CUST55665,BRG0006,67,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6169_BRG0006
TD,CAB09,IN6170,2022-01-30,CUST55505,BRG0006,14,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6170_BRG0006
EPM,CAB04,IN6171,2022-02-03,CUST55545,BRG0006,25,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6171_BRG0006
EPM,CAB01,IN6172,2022-01-28,CUST55497,BRG0002,12,DUS,3991.90,IDR,BRND008,MARCKS,IN6172_BRG0002
EPM,CAB01,IN6173,2022-01-27,CUST55406,BRG0001,12,DUS,4592.10,IDR,BRND007,ETIKAL,IN6173_BRG0001
TA,CAB02,IN6174,2022-04-17,CUST55618,BRG0003,9,DUS,5780.70,IDR,BRND009,VNS,IN6174_BRG0003
TD,CAB02,IN6175,2022-01-31,CUST55404,BRG0005,18,DUS,5648.30,IDR,BRND005,SLCYL,IN6175_BRG0005
EPM,CAB01,IN6176,2022-01-30,CUST55403,BRG0004,18,DUS,8700.70,IDR,BRND004,VNS,IN6176_BRG0004
EPM,CAB03,IN6177,2022-03-15,CUST55585,BRG0006,17,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6177_BRG0006
TA,CAB04,IN6178,2022-05-02,CUST55695,BRG0006,18,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6178_BRG0006
EPM,CAB08,IN6179,2022-05-24,CUST55669,BRG0010,8,DUS,6940.30,IDR,BRND010,SLCYL,IN6179_BRG0010
TA,CAB02,IN6180,2022-04-13,CUST55614,BRG0005,98,DUS,5648.30,IDR,BRND005,SLCYL,IN6180_BRG0005
TD,CAB08,IN6181,2022-02-07,CUST55549,BRG0010,130,DUS,6940.30,IDR,BRND010,SLCYL,IN6181_BRG0010
TA,CAB06,IN6182,2022-03-07,CUST55577,BRG0008,13,DUS,3991.90,IDR,BRND008,MARCKS,IN6182_BRG0008
TD,CAB02,IN6183,2022-01-23,CUST55498,BRG0003,25,DUS,5780.70,IDR,BRND009,VNS,IN6183_BRG0003
TA,CAB04,IN6184,2022-01-28,CUST55395,BRG0006,25,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6184_BRG0006
TA,CAB02,IN6185,2022-02-01,CUST55483,BRG0004,9,DUS,8700.70,IDR,BRND004,VNS,IN6185_BRG0004
TA,CAB04,IN6186,2022-01-31,CUST55500,BRG0001,18,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6186_BRG0001
TD,CAB05,IN6187,2022-04-05,CUST55606,BRG0007,25,DUS,4592.10,IDR,BRND007,ETIKAL,IN6187_BRG0007
TD,CAB03,IN6188,2022-01-27,CUST55454,BRG0005,10,DUS,5648.30,IDR,BRND005,SLCYL,IN6188_BRG0005
TA,CAB03,IN6189,2022-03-04,CUST55574,BRG0005,1,DUS,5648.30,IDR,BRND005,SLCYL,IN6189_BRG0005
TD,CAB10,IN6190,2022-01-23,CUST55390,BRG0001,2,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6190_BRG0001
TA,CAB01,IN6191,2022-01-31,CUST55422,BRG0003,4,DUS,10690.60,IDR,BRND003,MARCKS,IN6191_BRG0003
TA,CAB03,IN6192,2022-05-14,CUST55645,BRG0006,10,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6192_BRG0006
EPM,CAB02,IN6193,2022-03-18,CUST55588,BRG0003,12,DUS,5780.70,IDR,BRND009,VNS,IN6193_BRG0003
TA,CAB01,IN6194,2022-04-18,CUST55658,BRG0009,25,DUS,5780.70,IDR,BRND009,VNS,IN6194_BRG0009
TA,CAB07,IN6195,2022-01-31,CUST55398,BRG0009,67,DUS,5780.70,IDR,BRND009,VNS,IN6195_BRG0009
TA,CAB04,IN6196,2022-01-31,CUST55530,BRG0001,45,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6196_BRG0001
TD,CAB03,IN6197,2022-04-29,CUST55630,BRG0001,34,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6197_BRG0001
EPM,CAB04,IN6198,2022-06-04,CUST55680,BRG0001,4,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6198_BRG0001
TD,CAB02,IN6199,2022-01-28,CUST55509,BRG0010,25,DUS,6940.30,IDR,BRND010,SLCYL,IN6199_BRG0010
TA,CAB07,IN6200,2022-01-28,CUST55473,BRG0004,5,DUS,8700.70,IDR,BRND004,VNS,IN6200_BRG0004
TA,CAB07,IN6201,2022-05-23,CUST55668,BRG0009,4,DUS,5780.70,IDR,BRND009,VNS,IN6201_BRG0009
EPM,CAB02,IN6202,2022-01-23,CUST55528,BRG0003,34,DUS,5780.70,IDR,BRND009,VNS,IN6202_BRG0003
EPM,CAB02,IN6203,2022-01-31,CUST55524,BRG0005,100,DUS,5648.30,IDR,BRND005,SLCYL,IN6203_BRG0005
EPM,CAB06,IN6204,2022-06-16,CUST55727,BRG0008,34,DUS,3991.90,IDR,BRND008,MARCKS,IN6204_BRG0008
TA,CAB09,IN6205,2022-01-27,CUST55520,BRG0001,8,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6205_BRG0001
EPM,CAB01,IN6206,2022-03-12,CUST55582,BRG0003,23,DUS,10690.60,IDR,BRND003,MARCKS,IN6206_BRG0003
EPM,CAB04,IN6207,2022-04-04,CUST55605,BRG0006,12,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6207_BRG0006
TD,CAB09,IN6208,2022-01-30,CUST55475,BRG0006,8,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6208_BRG0006
TD,CAB01,IN6209,2022-03-16,CUST55586,BRG0001,11,DUS,4592.10,IDR,BRND007,ETIKAL,IN6209_BRG0001
TA,CAB05,IN6210,2022-01-23,CUST55486,BRG0007,4,DUS,4592.10,IDR,BRND007,ETIKAL,IN6210_BRG0007
EPM,CAB05,IN6211,2022-02-01,CUST55501,BRG0002,18,DUS,2337.50,IDR,BRND002,ETIKAL,IN6211_BRG0002
TD,CAB05,IN6212,2022-06-05,CUST55681,BRG0002,2,DUS,2337.50,IDR,BRND002,ETIKAL,IN6212_BRG0002
TD,CAB10,IN6213,2022-05-03,CUST55701,BRG0002,22,DUS,2337.50,IDR,BRND002,ETIKAL,IN6213_BRG0002
TD,CAB10,IN6214,2022-01-28,CUST55461,BRG0002,21,DUS,2337.50,IDR,BRND002,ETIKAL,IN6214_BRG0002
TA,CAB03,IN6215,2022-01-23,CUST55510,BRG0001,14,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6215_BRG0001
TA,CAB05,IN6216,2022-01-23,CUST55456,BRG0007,98,DUS,4592.10,IDR,BRND007,ETIKAL,IN6216_BRG0007
TD,CAB02,IN6217,2022-01-23,CUST55438,BRG0003,5,DUS,5780.70,IDR,BRND009,VNS,IN6217_BRG0003
EPM,CAB08,IN6218,2022-04-17,CUST55639,BRG0010,21,DUS,6940.30,IDR,BRND010,SLCYL,IN6218_BRG0010
TA,CAB01,IN6219,2022-01-27,CUST55436,BRG0001,34,DUS,4592.10,IDR,BRND007,ETIKAL,IN6219_BRG0001
TD,CAB08,IN6220,2022-01-23,CUST55444,BRG0005,48,DUS,5648.30,IDR,BRND005,SLCYL,IN6220_BRG0005
EPM,CAB08,IN6221,2022-01-23,CUST55504,BRG0005,25,DUS,5648.30,IDR,BRND005,SLCYL,IN6221_BRG0005
TD,CAB02,IN6222,2022-06-02,CUST55678,BRG0003,1,DUS,5780.70,IDR,BRND009,VNS,IN6222_BRG0003
TD,CAB02,IN6223,2022-05-02,CUST55633,BRG0004,6,DUS,8700.70,IDR,BRND004,VNS,IN6223_BRG0004
TD,CAB03,IN6224,2022-02-17,CUST55559,BRG0004,22,DUS,6940.30,IDR,BRND010,SLCYL,IN6224_BRG0004
TA,CAB01,IN6225,2022-04-30,CUST55631,BRG0002,44,DUS,2337.50,IDR,BRND002,ETIKAL,IN6225_BRG0002
EPM,CAB10,IN6226,2022-01-31,CUST55416,BRG0007,23,DUS,4592.10,IDR,BRND007,ETIKAL,IN6226_BRG0007
TA,CAB10,IN6227,2022-04-10,CUST55611,BRG0002,12,DUS,2337.50,IDR,BRND002,ETIKAL,IN6227_BRG0002
TD,CAB01,IN6228,2022-01-27,CUST55508,BRG0009,12,DUS,5780.70,IDR,BRND009,VNS,IN6228_BRG0009
EPM,CAB04,IN6229,2022-03-05,CUST55575,BRG0006,5,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6229_BRG0006
EPM,CAB07,IN6230,2022-01-28,CUST55413,BRG0004,14,DUS,8700.70,IDR,BRND004,VNS,IN6230_BRG0004
TD,CAB07,IN6231,2022-02-21,CUST55563,BRG0004,24,DUS,8700.70,IDR,BRND004,VNS,IN6231_BRG0004
EPM,CAB08,IN6232,2022-04-08,CUST55609,BRG0010,10,DUS,6940.30,IDR,BRND010,SLCYL,IN6232_BRG0010
EPM,CAB03,IN6233,2022-01-23,CUST55450,BRG0001,24,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6233_BRG0001
TD,CAB01,IN6234,2022-02-10,CUST55552,BRG0003,67,DUS,10690.60,IDR,BRND003,MARCKS,IN6234_BRG0003
TD,CAB01,IN6235,2022-01-30,CUST55451,BRG0002,10,DUS,2337.50,IDR,BRND002,ETIKAL,IN6235_BRG0002
TD,CAB08,IN6236,2022-06-08,CUST55684,BRG0005,12,DUS,5648.30,IDR,BRND005,SLCYL,IN6236_BRG0005
EPM,CAB03,IN6237,2022-04-18,CUST55619,BRG0004,10,DUS,6940.30,IDR,BRND010,SLCYL,IN6237_BRG0004
EPM,CAB09,IN6238,2022-01-27,CUST55460,BRG0001,9,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6238_BRG0001
EPM,CAB01,IN6239,2022-03-02,CUST55572,BRG0003,8,DUS,10690.60,IDR,BRND003,MARCKS,IN6239_BRG0003
EPM,CAB01,IN6240,2022-01-30,CUST55541,BRG0002,48,DUS,2337.50,IDR,BRND002,ETIKAL,IN6240_BRG0002
EPM,CAB04,IN6241,2022-01-31,CUST55440,BRG0001,79,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6241_BRG0001
EPM,CAB08,IN6242,2022-01-23,CUST55534,BRG0005,44,DUS,5648.30,IDR,BRND005,SLCYL,IN6242_BRG0005
TD,CAB03,IN6243,2022-02-01,CUST55525,BRG0006,67,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6243_BRG0006
TD,CAB01,IN6244,2022-01-31,CUST55542,BRG0003,21,DUS,10690.60,IDR,BRND003,MARCKS,IN6244_BRG0003
TD,CAB06,IN6245,2022-01-30,CUST55397,BRG0008,34,DUS,3991.90,IDR,BRND008,MARCKS,IN6245_BRG0008
TA,CAB07,IN6246,2022-01-28,CUST55533,BRG0004,34,DUS,8700.70,IDR,BRND004,VNS,IN6246_BRG0004
TA,CAB04,IN6247,2022-01-28,CUST55425,BRG0006,10,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6247_BRG0006
TD,CAB06,IN6248,2022-01-30,CUST55427,BRG0008,100,DUS,3991.90,IDR,BRND008,MARCKS,IN6248_BRG0008
EPM,CAB01,IN6249,2022-04-30,CUST55703,BRG0004,25,DUS,8700.70,IDR,BRND004,VNS,IN6249_BRG0004
TA,CAB01,IN6250,2022-03-17,CUST55587,BRG0002,12,DUS,3991.90,IDR,BRND008,MARCKS,IN6250_BRG0002
TD,CAB07,IN6251,2022-01-23,CUST55387,BRG0008,1,DUS,3991.90,IDR,BRND008,MARCKS,IN6251_BRG0008
EPM,CAB03,IN6252,2022-05-18,CUST55649,BRG0004,67,DUS,6940.30,IDR,BRND010,SLCYL,IN6252_BRG0004
TD,CAB10,IN6253,2022-01-28,CUST55431,BRG0002,34,DUS,2337.50,IDR,BRND002,ETIKAL,IN6253_BRG0002
TA,CAB03,IN6254,2022-02-02,CUST55544,BRG0005,12,DUS,5648.30,IDR,BRND005,SLCYL,IN6254_BRG0005
TA,CAB10,IN6255,2022-01-31,CUST55446,BRG0007,22,DUS,4592.10,IDR,BRND007,ETIKAL,IN6255_BRG0007
TA,CAB01,IN6256,2022-01-30,CUST55463,BRG0004,12,DUS,8700.70,IDR,BRND004,VNS,IN6256_BRG0004
EPM,CAB03,IN6257,2022-04-14,CUST55615,BRG0006,5,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6257_BRG0006
EPM,CAB03,IN6258,2022-01-27,CUST55484,BRG0005,1,DUS,5648.30,IDR,BRND005,SLCYL,IN6258_BRG0005
TA,CAB03,IN6259,2022-02-01,CUST55405,BRG0006,19,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6259_BRG0006
TA,CAB08,IN6260,2022-02-22,CUST55564,BRG0005,10,DUS,5648.30,IDR,BRND005,SLCYL,IN6260_BRG0005
TA,CAB06,IN6261,2022-02-05,CUST55547,BRG0008,24,DUS,3991.90,IDR,BRND008,MARCKS,IN6261_BRG0008
TA,CAB02,IN6262,2022-01-28,CUST55419,BRG0010,67,DUS,6940.30,IDR,BRND010,SLCYL,IN6262_BRG0010
TA,CAB01,IN6263,2022-01-31,CUST55452,BRG0003,130,DUS,10690.60,IDR,BRND003,MARCKS,IN6263_BRG0003
EPM,CAB03,IN6264,2022-06-14,CUST55690,BRG0001,15,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6264_BRG0001
TD,CAB07,IN6265,2022-04-30,CUST55698,BRG0009,25,DUS,5780.70,IDR,BRND009,VNS,IN6265_BRG0009
EPM,CAB05,IN6266,2022-02-01,CUST55531,BRG0002,34,DUS,2337.50,IDR,BRND002,ETIKAL,IN6266_BRG0002
TA,CAB08,IN6267,2022-02-01,CUST55459,BRG0010,8,DUS,6940.30,IDR,BRND010,SLCYL,IN6267_BRG0010
TA,CAB01,IN6268,2022-06-16,CUST55692,BRG0003,25,DUS,10690.60,IDR,BRND003,MARCKS,IN6268_BRG0003
EPM,CAB02,IN6269,2022-02-01,CUST55453,BRG0004,12,DUS,8700.70,IDR,BRND004,VNS,IN6269_BRG0004
EPM,CAB05,IN6270,2022-05-03,CUST55696,BRG0007,19,DUS,4592.10,IDR,BRND007,ETIKAL,IN6270_BRG0007
TA,CAB03,IN6271,2022-04-03,CUST55604,BRG0005,22,DUS,5648.30,IDR,BRND005,SLCYL,IN6271_BRG0005
TD,CAB04,IN6272,2022-05-19,CUST55650,BRG0001,98,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6272_BRG0001
TD,CAB03,IN6273,2022-05-03,CUST55634,BRG0005,79,DUS,5648.30,IDR,BRND005,SLCYL,IN6273_BRG0005
EPM,CAB02,IN6274,2022-02-01,CUST55423,BRG0004,8,DUS,8700.70,IDR,BRND004,VNS,IN6274_BRG0004
EPM,CAB01,IN6275,2022-02-26,CUST55568,BRG0009,67,DUS,5780.70,IDR,BRND009,VNS,IN6275_BRG0009
TD,CAB01,IN6276,2022-01-30,CUST55481,BRG0002,1,DUS,2337.50,IDR,BRND002,ETIKAL,IN6276_BRG0002
EPM,CAB02,IN6277,2022-04-28,CUST55629,BRG0010,34,DUS,6940.30,IDR,BRND010,SLCYL,IN6277_BRG0010
TD,CAB03,IN6278,2022-01-30,CUST55499,BRG0004,14,DUS,6940.30,IDR,BRND010,SLCYL,IN6278_BRG0004
TD,CAB03,IN6279,2022-01-30,CUST55529,BRG0004,20,DUS,6940.30,IDR,BRND010,SLCYL,IN6279_BRG0004
TD,CAB04,IN6280,2022-01-23,CUST55384,BRG0005,1,DUS,5648.30,IDR,BRND005,SLCYL,IN6280_BRG0005
TA,CAB09,IN6281,2022-01-30,CUST55415,BRG0006,10,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6281_BRG0006
EPM,CAB01,IN6282,2022-05-28,CUST55673,BRG0004,9,DUS,8700.70,IDR,BRND004,VNS,IN6282_BRG0004
TD,CAB03,IN6283,2022-05-19,CUST55664,BRG0005,10,DUS,5648.30,IDR,BRND005,SLCYL,IN6283_BRG0005
TA,CAB03,IN6284,2022-01-23,CUST55540,BRG0001,76,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6284_BRG0001
EPM,CAB01,IN6285,2022-05-15,CUST55646,BRG0001,130,DUS,4592.10,IDR,BRND007,ETIKAL,IN6285_BRG0001
TD,CAB02,IN6286,2022-01-23,CUST55468,BRG0003,120,DUS,5780.70,IDR,BRND009,VNS,IN6286_BRG0003
TD,CAB01,IN6287,2022-01-30,CUST55391,BRG0002,17,DUS,2337.50,IDR,BRND002,ETIKAL,IN6287_BRG0002
TA,CAB06,IN6288,2022-06-06,CUST55682,BRG0003,17,DUS,10690.60,IDR,BRND003,MARCKS,IN6288_BRG0003
TD,CAB01,IN6289,2022-01-23,CUST55492,BRG0003,25,DUS,10690.60,IDR,BRND003,MARCKS,IN6289_BRG0003
EPM,CAB06,IN6290,2022-03-22,CUST55592,BRG0003,67,DUS,10690.60,IDR,BRND003,MARCKS,IN6290_BRG0003
TD,CAB08,IN6291,2022-02-01,CUST55489,BRG0010,11,DUS,6940.30,IDR,BRND010,SLCYL,IN6291_BRG0010
EPM,CAB01,IN6292,2022-01-28,CUST55467,BRG0002,10,DUS,3991.90,IDR,BRND008,MARCKS,IN6292_BRG0002
TD,CAB08,IN6293,2022-02-01,CUST55519,BRG0010,4,DUS,6940.30,IDR,BRND010,SLCYL,IN6293_BRG0010
TD,CAB05,IN6294,2022-05-03,CUST55711,BRG0002,98,DUS,2337.50,IDR,BRND002,ETIKAL,IN6294_BRG0002
EPM,CAB07,IN6295,2022-05-22,CUST55653,BRG0004,8,DUS,8700.70,IDR,BRND004,VNS,IN6295_BRG0004
TA,CAB09,IN6296,2022-06-09,CUST55685,BRG0006,12,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6296_BRG0006
TD,CAB01,IN6297,2022-01-20,CUST55381,BRG0002,5,DUS,2337.50,IDR,BRND002,ETIKAL,IN6297_BRG0002
TA,CAB06,IN6298,2022-05-21,CUST55652,BRG0003,4,DUS,10690.60,IDR,BRND003,MARCKS,IN6298_BRG0003
EPM,CAB03,IN6299,2022-01-27,CUST55514,BRG0005,12,DUS,5648.30,IDR,BRND005,SLCYL,IN6299_BRG0005
EPM,CAB01,IN6300,2022-02-01,CUST55507,BRG0008,22,DUS,3991.90,IDR,BRND008,MARCKS,IN6300_BRG0008
EPM,CAB02,IN6301,2022-02-01,CUST55393,BRG0004,12,DUS,8700.70,IDR,BRND004,VNS,IN6301_BRG0004
EPM,CAB09,IN6302,2022-02-23,CUST55565,BRG0006,120,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6302_BRG0006
TD,CAB02,IN6303,2022-01-28,CUST55539,BRG0010,95,DUS,6940.30,IDR,BRND010,SLCYL,IN6303_BRG0010
TD,CAB07,IN6304,2022-04-30,CUST55728,BRG0009,44,DUS,5780.70,IDR,BRND009,VNS,IN6304_BRG0009
TA,CAB01,IN6305,2022-01-30,CUST55493,BRG0004,14,DUS,8700.70,IDR,BRND004,VNS,IN6305_BRG0004
EPM,CAB09,IN6306,2022-01-27,CUST55430,BRG0001,45,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6306_BRG0001
EPM,CAB05,IN6307,2022-01-23,CUST55396,BRG0007,14,DUS,4592.10,IDR,BRND007,ETIKAL,IN6307_BRG0007
TD,CAB05,IN6308,2022-01-23,CUST55516,BRG0007,67,DUS,4592.10,IDR,BRND007,ETIKAL,IN6308_BRG0007
TD,CAB01,IN6309,2022-04-26,CUST55627,BRG0008,45,DUS,3991.90,IDR,BRND008,MARCKS,IN6309_BRG0008
EPM,CAB02,IN6310,2022-04-30,CUST55693,BRG0004,14,DUS,8700.70,IDR,BRND004,VNS,IN6310_BRG0004
EPM,CAB05,IN6311,2022-01-23,CUST55426,BRG0007,7,DUS,4592.10,IDR,BRND007,ETIKAL,IN6311_BRG0007
TD,CAB04,IN6312,2022-05-02,CUST55725,BRG0006,34,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6312_BRG0006
TD,CAB03,IN6313,2022-04-20,CUST55660,BRG0001,24,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6313_BRG0001
TA,CAB01,IN6314,2022-01-28,CUST55527,BRG0002,45,DUS,3991.90,IDR,BRND008,MARCKS,IN6314_BRG0002
TD,CAB01,IN6315,2022-04-21,CUST55643,BRG0004,14,DUS,8700.70,IDR,BRND004,VNS,IN6315_BRG0004
TA,CAB01,IN6316,2022-04-19,CUST55662,BRG0003,120,DUS,10690.60,IDR,BRND003,MARCKS,IN6316_BRG0003
TD,CAB01,IN6317,2022-01-23,CUST55522,BRG0003,10,DUS,10690.60,IDR,BRND003,MARCKS,IN6317_BRG0003
TD,CAB01,IN6318,2022-01-23,CUST55462,BRG0003,22,DUS,10690.60,IDR,BRND003,MARCKS,IN6318_BRG0003
TD,CAB01,IN6319,2022-02-11,CUST55553,BRG0004,98,DUS,8700.70,IDR,BRND004,VNS,IN6319_BRG0004
TD,CAB03,IN6320,2022-02-01,CUST55495,BRG0006,67,DUS,2819.20,IDR,BRND006,"OGB & PH",IN6320_BRG0006
EPM,CAB04,IN6321,2022-01-31,CUST55410,BRG0001,22,DUS,1169.91,IDR,BRND001,"OGB & PH",IN6321_BRG0001
TD,CAB07,IN6322,2022-01-31,CUST55488,BRG0009,17,DUS,5780.70,IDR,BRND009,VNS,IN6322_BRG0009
TA,CAB03,IN6323,2022-01-30,CUST55439,BRG0004,6,DUS,6940.30,IDR,BRND010,SLCYL,IN6323_BRG0004
EPM,CAB10,IN6324,2022-06-10,CUST55686,BRG0007,25,DUS,4592.10,IDR,BRND007,ETIKAL,IN6324_BRG0007
EPM,CAB10,IN6325,2022-01-28,CUST55521,BRG0002,9,DUS,2337.50,IDR,BRND002,ETIKAL,IN6325_BRG0002
TD,CAB07,IN6326,2022-01-31,CUST55458,BRG0009,4,DUS,5780.70,IDR,BRND009,VNS,IN6326_BRG0009
TD,CAB01,IN6327,2022-01-27,CUST55448,BRG0009,25,DUS,5780.70,IDR,BRND009,VNS,IN6327_BRG0009
